folder,filename,height,width,channels
../data/raw-img/farfalla/splitted_images,file-5-right-lower-corner,229,320,3
../data/raw-img/farfalla/splitted_images,file-6-left-upper-corner,227,320,3
../data/raw-img/farfalla/splitted_images,file-6-left-lower-corner,227,320,3
../data/raw-img/farfalla/splitted_images,file-6-right-upper-corner,227,320,3
../data/raw-img/farfalla/splitted_images,file-6-right-lower-corner,227,320,3
../data/raw-img/farfalla/splitted_images,file-7-left-upper-corner,320,213,3
../data/raw-img/farfalla/splitted_images,file-7-left-lower-corner,320,213,3
../data/raw-img/farfalla/splitted_images,file-7-right-upper-corner,320,213,3
../data/raw-img/farfalla/splitted_images,file-7-right-lower-corner,320,213,3
../data/raw-img/farfalla/splitted_images,file-8-left-upper-corner,212,320,3
../data/raw-img/farfalla/splitted_images,file-8-left-lower-corner,213,320,3
../data/raw-img/farfalla/splitted_images,file-8-right-upper-corner,212,320,3
../data/raw-img/farfalla/splitted_images,file-8-right-lower-corner,213,320,3
../data/raw-img/farfalla/splitted_images,file-9-left-upper-corner,212,320,3
../data/raw-img/farfalla/splitted_images,file-9-left-lower-corner,212,320,3
../data/raw-img/farfalla/splitted_images,file-9-right-upper-corner,212,320,3
../data/raw-img/farfalla/splitted_images,file-9-right-lower-corner,212,320,3
